Family,Genus,Subgenus,Species,Author,Date,"Parentheses (1=author & date in parentheses)",Citation,Pages,"Common Name"
Vespertilionidae,Lasiurus,Lasiurus,blossevillii,"Lesson & Garnot",1826,1,"Ferussac&apos;s Bull. Sci. Nat. Geol.","8: 95","Southern Red Bat"
Vespertilionidae,Lasiurus,Aeorestes,cinereus,"Palisot de Beauvois",1796,1,"Cat. Raisonne Mus. Peale Phil.","p. 18","Hoary Bat"
Vespertilionidae,Lasiurus,Dasypterus,ega,Gervais,1856,1,"In F. Comte de Castelnau, Exped. Partes Cen. Am. Sud. Zool. (Sec. 7)","Vol. 1, pt. 2 (Mammifères): 73","Southern Yellow Bat"
Vespertilionidae,Lasiurus,Lasiurus,frantzii,Peters,1871,1,"Zeitschrift f&uuml;r ges. Naturschft.","36(1870): 531","Desert Red Bat"
Vespertilionidae,Lasiurus,Aeorestes,villosissimus,"É. Geoffroy Saint-Hilaire",1806,0,"Ann. Mus. Hist. Nat. Paris","8(1806): 204","Hairy Hoary Bat"
Vespertilionidae,Myotis,Pizonyx,albescens,"É. Geoffroy Saint-Hilaire",1806,1,"Ann. Mus. Natn. Hist. Nat. Paris","8: 204","Silver-tipped Myotis"
Vespertilionidae,Myotis,Pizonyx,diminutus,"Moratelli & Wilson",2011,0,"Z. S&auml;ugetierkd.","76(5): 609","Diminutive Myotis"
Vespertilionidae,Myotis,Pizonyx,keaysi,"J. A. Allen",1914,0,"Bull. Am. Mus. Nat. Hist.","33: 383","Keays' Myotis"
Vespertilionidae,Myotis,Pizonyx,larensis,LaVal,1973,0,"Nat. Hist. Mus., Los Angeles County, Sci. Bull.","15: 44","Lara Myotis"
Vespertilionidae,Myotis,Pizonyx,nigricans,Schinz,1821,1,"Das Thierreich","1: 179","Black Myotis"
Vespertilionidae,Myotis,Pizonyx,oxyotus,Peters,1867,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1867: 19","Montane Myotis"
Vespertilionidae,Myotis,Pizonyx,riparius,Handley,1960,0,"Proc. U.S. Natl. Mus.","112: 466","Riparian Myotis"
Vespertilionidae,Myotis,Pizonyx,simus,Thomas,1901,0,"Ann. Mag. Nat. Hist.","ser. 7, 7: 541","Velvety Myotis"
Vespertilionidae,Neoeptesicus,,andinus,"J. A. Allen",1914,1,"Bull. Amer. Mus. Nat. Hist.","33: 382","Little Black Serotine"
Vespertilionidae,Neoeptesicus,,brasiliensis,Desmarest,1819,1,"Nouv. Dict. Hist. Nat., Nouv. ed.","35: 478","Brazilian Brown Bat"
Vespertilionidae,Neoeptesicus,,chiriquinus,Thomas,1920,1,"Ann. Mag. Nat. Hist.","ser. 9, 5: 362","Chiriquinan Serotine"
Vespertilionidae,Neoeptesicus,,orinocensis,"Ramírez-Chaves, Morales-Martínez, Pérez, Velásquez-Guarín, Mejía-Fontecha, Ortiz-Giraldo, Ossa-López & Páez",2021,1,Zootaxa,"5020(3): 504","Orinoco Serotine"
Vespertilionidae,Rhogeessa,,io,Thomas,1903,0,"Ann Mag. Nat. Hist.","ser. 7, 11: 382","Thomas' Yellow Bat"
Vespertilionidae,Rhogeessa,,minutilla,Miller,1897,0,"Proc. Biol. Soc. Wash.","11: 139","Tiny Yellow Bat"
