"Respondent.clean","Respondent.ID","Respondent.entry.ID","Region.within.country.clean","Country.clean","World.region.clean","Crop.clean","Crop.type.clean","Score.type","Score","Respondent.entry.label","TotalScore.allSteps","MeanScore.allSteps","GeoMeanScore.allSteps","Country.WB","GDP_per_capita","AgForestryFish_ValueAdded_percentGDP","AllResearchAndDev_percentGPD","EnviroPerformance_score","AgResearchAndDev_PPP2017","Taiwan_imputed_from_China","Exact_latitude","Exact_longitude","Coarse_latitude","Coarse_longitude"
"CK","R8","8","Jerusalem District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Breadth of Implementation
of Interventions",0,"R8-8",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","9","Jerusalem District","Israel","Middle East / Western Asia","Olive groves","Perennial fruit & forestry crops","Evidence",1,"R8-9",4,0.8,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","9","Jerusalem District","Israel","Middle East / Western Asia","Olive groves","Perennial fruit & forestry crops","Representativeness",1,"R8-9",4,0.8,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","9","Jerusalem District","Israel","Middle East / Western Asia","Olive groves","Perennial fruit & forestry crops","Limiting Factors",2,"R8-9",4,0.8,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","9","Jerusalem District","Israel","Middle East / Western Asia","Olive groves","Perennial fruit & forestry crops","Available Interventions",1,"R8-9",4,0.8,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","9","Jerusalem District","Israel","Middle East / Western Asia","Olive groves","Perennial fruit & forestry crops","Monitoring Interventions",0,"R8-9",4,0.8,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","9","Jerusalem District","Israel","Middle East / Western Asia","Olive groves","Perennial fruit & forestry crops","Breadth of Implementation
of Interventions",0,"R8-9",4,0.8,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","10","Jerusalem District","Israel","Middle East / Western Asia","Wheat","Grain crops","Evidence",1,"R8-10",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","10","Jerusalem District","Israel","Middle East / Western Asia","Wheat","Grain crops","Representativeness",1,"R8-10",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","10","Jerusalem District","Israel","Middle East / Western Asia","Wheat","Grain crops","Limiting Factors",2,"R8-10",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","10","Jerusalem District","Israel","Middle East / Western Asia","Wheat","Grain crops","Available Interventions",0,"R8-10",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","10","Jerusalem District","Israel","Middle East / Western Asia","Wheat","Grain crops","Monitoring Interventions",0,"R8-10",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","10","Jerusalem District","Israel","Middle East / Western Asia","Wheat","Grain crops","Breadth of Implementation
of Interventions",0,"R8-10",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","11","Southern Distict","Israel","Middle East / Western Asia","Brassica","Vegetable crops","Evidence",1,"R8-11",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","11","Southern Distict","Israel","Middle East / Western Asia","Brassica","Vegetable crops","Representativeness",0,"R8-11",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","11","Southern Distict","Israel","Middle East / Western Asia","Brassica","Vegetable crops","Limiting Factors",0,"R8-11",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","11","Southern Distict","Israel","Middle East / Western Asia","Brassica","Vegetable crops","Available Interventions",0,"R8-11",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","11","Southern Distict","Israel","Middle East / Western Asia","Brassica","Vegetable crops","Monitoring Interventions",0,"R8-11",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","11","Southern Distict","Israel","Middle East / Western Asia","Brassica","Vegetable crops","Breadth of Implementation
of Interventions",0,"R8-11",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","12","Southern Distict","Israel","Middle East / Western Asia","Citrus","Perennial fruit & forestry crops","Evidence",1,"R8-12",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","12","Southern Distict","Israel","Middle East / Western Asia","Citrus","Perennial fruit & forestry crops","Representativeness",1,"R8-12",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","12","Southern Distict","Israel","Middle East / Western Asia","Citrus","Perennial fruit & forestry crops","Limiting Factors",0,"R8-12",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","12","Southern Distict","Israel","Middle East / Western Asia","Citrus","Perennial fruit & forestry crops","Available Interventions",0,"R8-12",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","12","Southern Distict","Israel","Middle East / Western Asia","Citrus","Perennial fruit & forestry crops","Monitoring Interventions",0,"R8-12",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","12","Southern Distict","Israel","Middle East / Western Asia","Citrus","Perennial fruit & forestry crops","Breadth of Implementation
of Interventions",0,"R8-12",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","13","Southern Distict","Israel","Middle East / Western Asia","Peach","Perennial fruit & forestry crops","Evidence",0,"R8-13",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","13","Southern Distict","Israel","Middle East / Western Asia","Peach","Perennial fruit & forestry crops","Representativeness",1,"R8-13",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","13","Southern Distict","Israel","Middle East / Western Asia","Peach","Perennial fruit & forestry crops","Limiting Factors",0,"R8-13",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","13","Southern Distict","Israel","Middle East / Western Asia","Peach","Perennial fruit & forestry crops","Available Interventions",0,"R8-13",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","13","Southern Distict","Israel","Middle East / Western Asia","Peach","Perennial fruit & forestry crops","Monitoring Interventions",0,"R8-13",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","13","Southern Distict","Israel","Middle East / Western Asia","Peach","Perennial fruit & forestry crops","Breadth of Implementation
of Interventions",0,"R8-13",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","14","Central District","Israel","Middle East / Western Asia","Corn","Grain crops","Evidence",0,"R8-14",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","14","Central District","Israel","Middle East / Western Asia","Corn","Grain crops","Representativeness",1,"R8-14",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","14","Central District","Israel","Middle East / Western Asia","Corn","Grain crops","Limiting Factors",0,"R8-14",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","14","Central District","Israel","Middle East / Western Asia","Corn","Grain crops","Available Interventions",0,"R8-14",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","14","Central District","Israel","Middle East / Western Asia","Corn","Grain crops","Monitoring Interventions",0,"R8-14",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","14","Central District","Israel","Middle East / Western Asia","Corn","Grain crops","Breadth of Implementation
of Interventions",0,"R8-14",0,0,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","15","Central District","Israel","Middle East / Western Asia","Potato","Vegetable crops","Evidence",1,"R8-15",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","15","Central District","Israel","Middle East / Western Asia","Potato","Vegetable crops","Representativeness",1,"R8-15",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","15","Central District","Israel","Middle East / Western Asia","Potato","Vegetable crops","Limiting Factors",0,"R8-15",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","15","Central District","Israel","Middle East / Western Asia","Potato","Vegetable crops","Available Interventions",0,"R8-15",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","15","Central District","Israel","Middle East / Western Asia","Potato","Vegetable crops","Monitoring Interventions",0,"R8-15",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","15","Central District","Israel","Middle East / Western Asia","Potato","Vegetable crops","Breadth of Implementation
of Interventions",0,"R8-15",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","16","Central District","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Evidence",1,"R8-16",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","16","Central District","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Representativeness",1,"R8-16",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","16","Central District","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Limiting Factors",1,"R8-16",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","16","Central District","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Available Interventions",0,"R8-16",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","16","Central District","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Monitoring Interventions",0,"R8-16",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","16","Central District","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Breadth of Implementation
of Interventions",0,"R8-16",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","17","Northern District","Israel","Middle East / Western Asia","Wheat","Grain crops","Evidence",1,"R8-17",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","17","Northern District","Israel","Middle East / Western Asia","Wheat","Grain crops","Representativeness",2,"R8-17",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","17","Northern District","Israel","Middle East / Western Asia","Wheat","Grain crops","Limiting Factors",1,"R8-17",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","17","Northern District","Israel","Middle East / Western Asia","Wheat","Grain crops","Available Interventions",0,"R8-17",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","17","Northern District","Israel","Middle East / Western Asia","Wheat","Grain crops","Monitoring Interventions",0,"R8-17",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","17","Northern District","Israel","Middle East / Western Asia","Wheat","Grain crops","Breadth of Implementation
of Interventions",0,"R8-17",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","18","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Evidence",1,"R8-18",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","18","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Representativeness",2,"R8-18",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","18","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Limiting Factors",0,"R8-18",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","18","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Available Interventions",0,"R8-18",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","18","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Monitoring Interventions",0,"R8-18",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","18","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Breadth of Implementation
of Interventions",0,"R8-18",1,0.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","19","Northern District","Israel","Middle East / Western Asia","Tomato","Vegetable crops","Evidence",1,"R8-19",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","19","Northern District","Israel","Middle East / Western Asia","Tomato","Vegetable crops","Representativeness",1,"R8-19",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","19","Northern District","Israel","Middle East / Western Asia","Tomato","Vegetable crops","Limiting Factors",2,"R8-19",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","19","Northern District","Israel","Middle East / Western Asia","Tomato","Vegetable crops","Available Interventions",0,"R8-19",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","19","Northern District","Israel","Middle East / Western Asia","Tomato","Vegetable crops","Monitoring Interventions",0,"R8-19",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","19","Northern District","Israel","Middle East / Western Asia","Tomato","Vegetable crops","Breadth of Implementation
of Interventions",0,"R8-19",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","20","Central District","Israel","Middle East / Western Asia","Cotton","Field crops","Evidence",1,"R8-20",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","20","Central District","Israel","Middle East / Western Asia","Cotton","Field crops","Representativeness",1,"R8-20",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","20","Central District","Israel","Middle East / Western Asia","Cotton","Field crops","Limiting Factors",1,"R8-20",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","20","Central District","Israel","Middle East / Western Asia","Cotton","Field crops","Available Interventions",0,"R8-20",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","20","Central District","Israel","Middle East / Western Asia","Cotton","Field crops","Monitoring Interventions",0,"R8-20",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","20","Central District","Israel","Middle East / Western Asia","Cotton","Field crops","Breadth of Implementation
of Interventions",0,"R8-20",2,0.4,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.9286,34.871,31.4329786422529,34.9911381968011
"CK","R8","21","Southern Distict","Israel","Middle East / Western Asia","Pumpkin","Vegetable crops","Evidence",1,"R8-21",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","21","Southern Distict","Israel","Middle East / Western Asia","Pumpkin","Vegetable crops","Representativeness",1,"R8-21",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","21","Southern Distict","Israel","Middle East / Western Asia","Pumpkin","Vegetable crops","Limiting Factors",0,"R8-21",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","21","Southern Distict","Israel","Middle East / Western Asia","Pumpkin","Vegetable crops","Available Interventions",2,"R8-21",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","21","Southern Distict","Israel","Middle East / Western Asia","Pumpkin","Vegetable crops","Monitoring Interventions",1,"R8-21",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","21","Southern Distict","Israel","Middle East / Western Asia","Pumpkin","Vegetable crops","Breadth of Implementation
of Interventions",1,"R8-21",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Evidence",3,"R9-1",7,1.4,1.24573093961552,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE,18.69,-99.19,23.9241551848632,-102.170985323958
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Representativeness",1,"R9-1",7,1.4,1.24573093961552,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE,18.69,-99.19,23.9241551848632,-102.170985323958
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Limiting Factors",1,"R9-1",7,1.4,1.24573093961552,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE,18.69,-99.19,23.9241551848632,-102.170985323958
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Available Interventions",1,"R9-1",7,1.4,1.24573093961552,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE,18.69,-99.19,23.9241551848632,-102.170985323958
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Monitoring Interventions",1,"R9-1",7,1.4,1.24573093961552,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE,18.69,-99.19,23.9241551848632,-102.170985323958
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Breadth of Implementation
of Interventions",1,"R9-1",7,1.4,1.24573093961552,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE,18.69,-99.19,23.9241551848632,-102.170985323958
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Evidence",2,"R9-2",11,2.2,2.1689435423954,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,38.8794,-6.9707,40.2076539840155,-3.70353625253203
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Representativeness",1,"R9-2",11,2.2,2.1689435423954,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,38.8794,-6.9707,40.2076539840155,-3.70353625253203
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Limiting Factors",2,"R9-2",11,2.2,2.1689435423954,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,38.8794,-6.9707,40.2076539840155,-3.70353625253203
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Available Interventions",3,"R9-2",11,2.2,2.1689435423954,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,38.8794,-6.9707,40.2076539840155,-3.70353625253203
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Monitoring Interventions",2,"R9-2",11,2.2,2.1689435423954,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,38.8794,-6.9707,40.2076539840155,-3.70353625253203
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Breadth of Implementation
of Interventions",2,"R9-2",11,2.2,2.1689435423954,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,38.8794,-6.9707,40.2076539840155,-3.70353625253203
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Evidence",3,"R10-1",5,1,0,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE,-5.1945,-80.6328,-2.60183478693467,-73.7488869276082
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Representativeness",1,"R10-1",5,1,0,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE,-5.1945,-80.6328,-2.60183478693467,-73.7488869276082
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Limiting Factors",2,"R10-1",5,1,0,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE,-5.1945,-80.6328,-2.60183478693467,-73.7488869276082
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Available Interventions",0,"R10-1",5,1,0,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE,-5.1945,-80.6328,-2.60183478693467,-73.7488869276082
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Monitoring Interventions",0,"R10-1",5,1,0,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE,-5.1945,-80.6328,-2.60183478693467,-73.7488869276082
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Breadth of Implementation
of Interventions",0,"R10-1",5,1,0,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE,-5.1945,-80.6328,-2.60183478693467,-73.7488869276082
"CM","R11","1","Western Province","Ghana","Africa","Multi- crop","Pasture & mixed cropping","Evidence",2,"R11-1",5,1,0,"Ghana",2383.90410476221,20.9430687855615,NA,28.6,116.975380230497,FALSE,5.1667,-2.8667,7.94769971258465,-1.21698964043326
"CM","R11","1","Western Province","Ghana","Africa","Multi- crop","Pasture & mixed cropping","Representativeness",1,"R11-1",5,1,0,"Ghana",2383.90410476221,20.9430687855615,NA,28.6,116.975380230497,FALSE,5.1667,-2.8667,7.94769971258465,-1.21698964043326
